text,label_raw,label_resiko_hoaks
Semakin banyak dokter2 USA Penentang vaksin .. semakin nyata Vaksin MMR Penyebab Autis..... http://fb.me/1AVPn4ZX8,hoax,100
Jenny Mc Charty artis Hollywood mantannya Jim Carey yg punya anak autis & menyatakan penyebab autisnya krn vaksin MMR,hoax,100
"*HATI-HATI DENGAN VAKSINASI* *""Vaksin Penyebab AUTIS""* Buat para Pasangan MUDA. Oom dan Tante yg punya... http://fb.me/7EA3ifkS8",hoax,100
Vaksin Penyebab Autis - http://aktualpost.com/2015/09/vaksin,hoax,100
Mau ajak nyokap alesannya krn di Starbucks ga ada boba yg bisa bikin usus buntu stad #SbuxCupsOfCourage,hoax,100
Sabtu minum boba Senin oprasi usus buntu Ngeri anjim,hoax,100
Bahaya loh itu boba kebanyakan bikin usus buntu,hoax,100
"Jgn sering sering ya bi, boba bikin usus buntu hmm",hoax,100
"Boba bikin diabetes,bikin usus buntu taukk",hoax,100
Pagi pagi dah minum boba usus buntu ntar,hoax,100
"Gw sering banget sih jajan begituan, kecuali boba jarang dan emang lama lama kerasa sih efek nya, ampe timbul sariawan 3 biji, trs perut bawah sebelah kanan mulai agak sakit gt jadi parno takut usus buntu baru sadar kalo emg makanan kek gitu berpengaruh bgt",hoax,100
Mungkin bisa di share ke group ortu *Bocah Ini Kena Gangguan Jiwa* *karena Terlalu Banyak Ikut Les* Kisah yang sungguh membuat hati miris ini datang dari sebuah akun Facebook... http://cerminan.com/berita/bocah-ini-kena-gangguan-jiwa-karena-terlalu-banyak-ikut-les.html,hoax,100
WARNING!!! PARA ORANGTUA / WALI MURID Bocah Ini Kena Gangguan Jiwa karena Terlalu Banyak Ikut Les Kisah yang sungguh membuat hati miris ini datang dari sebuah akun Facebook bernama Andi Teposs. Tertanggal 18... https://facebook.com/416465598440680/posts/2017483248338899/,hoax,100
Anak yang Les Terlalu Banyak Bisa Terkena Gangguan Jiwa http://katakota.com/anak-yang-les-terlalu-banyak-bisa-terkena-gangguan-jiwa/…,hoax,100
Anak yang les terlalu banyak bisa terkena gangguan jiwa http://dewaporkas.net/anak-yang-les-terlalu-banyak-bisa-terkena-gangguan-jiwa/,hoax,100
Terlalu Banyak Les Bikin Anak Didera Gangguan Jiwa? http://artikelmajalah.com/terlalu-banyak-les-bikin-anak-didera-gangguan-jiwa/…,hoax,100
"Miris : Bocah Kena Gangguan Jiwa karena Terlalu Banyak Ikut Les, Ditanya Apapun Jawabnya Angka-angka | BERITA... http://fb.me/6cws9ffKo",hoax,100
"#Populer KISAH MENYEDIHKAN ANAK YANG TERLALU BANYAK IKUT LES, KINI KENA GANGGUAN JIWA Kisah yang sungguh membuat... http://fb.me/4QniwtSid",hoax,100
Pesan Berantai Akibat Sering Main HP Menyebabkan Pembuluh Darah Mata Pecah Bikin… https://goo.gl/fb/wBo3qt #ugetuget,hoax,100
"Yayayyaayyaa pk juga kacamata akibat sering ntn TV gelap sama main hp , jd pk kaca mata baca dehh biar… http://instagram.com/p/if9ytkimhD/",hoax,100
"nih nih Akibat Sering Menonton Youtube, Balita Ini Kena Sindrom Juling, Curhatan... http://youtu.be/XdJTNcCeiX8 via youtube",hoax,100
Viral Eyelash Extension disebut bikin pembuluh darah mata pecah saat tidur - https://tempoyak.net/?p=8299,hoax,100
Dokter Mata Jelaskan Kebenaran di Balik Pesan Berantai 'Pembuluh Mata Pecah akibat Sering Main HP',valid,0
Tapi setidaknya dana haji itu jgn dipakai buat pembangunan. Pembangunan kan bisa di tunda sedangkan orang yg seharusnya berangkat dia udah setor harusnya bisa berangkat tahun2 kemarin ternyata sekarang tidak.,hoax,100
Pak wapres kan setuju jika dana haji di gunakan pemerintah untuk pembangunan,hoax,100
"Hayoo ngaku siapa yang tanda tangan Dana Haji bisa dipakai untuk infraskruktur ? Sudah rame, pada sembunyi deh Kebiasaan lempar batu, sembunyi tangan ",hoax,100
"Akun hastag #NKRI, hastag #pancasila dan sejenisnya menyerang semua pihak yg kumpulkan sumbangan masyarakat utk Palestina tapi diam ttg penggunaan dana haji. Makin hari makin jelas siapa mereka.",hoax,100
Soal dana haji ... jauh2 hari pemerintah terang2an kok mau gunakan untuk infrastruktur. Sampeyan bisa memastikan aman darimana sumbernya?? Sudah ada yg mengaudit dana tsb ?? Ngoyo2 wae …,hoax,100
"HAJI, KEGAGALAN YANG FATAL https://portal-islam.id/2021/06/haji-kegagalan-yang-fatal.html…",hoax,100
Sama halnya Publik curiga dana haji amblas Pemerintah memastikan dana Haji Aman Harusnya dana Haji setelah 2 tahun tak di gunakan bisa bertambah dong ?,hoax,100
"Tepat sekali byk pelajaran besar pemimpin Dunia di Azab, seperti; Fir'aun, Mustafa Kemal Attartuk, Ariel Sharon. Mendzholimi rakyat & agama, matipun tragis. Masih byk lagi contoh di Dunia ini.",hoax,100
Semoga segera terjerumus dalam azab dunia.....aamiinnn.... Semoga berakhir seperti Mustafa Kemal di Turki.....aamiinn....,hoax,100
Cukuplah Mustafa Kemal yg kena Azab Allah... Kamu Mau??,hoax,100
"Padahal Mustafa Kemal laknatullah adalah musuh terbesar umat Islam, karena dialah <semoga azab terus ditimpakan... http://fb.me/8mi39pRZ6",hoax,100
"Kesimpulannya , bahwa munculnya keyakinan di masyarakat muslim Turki bahwa Mustafa Kemal mati terkena azab adalah bentuk penalaran yang didasari oleh akal sehat dan keimanan kepada yang ghaib",hoax,100
Masih ingat kah kalian dengan Mustafa Kemal Ataturk ?? Jasad beliau tidak di terima di Bumi . .. Itulah Azab Allah SWT untuk beliau !!,hoax,100
"AZAB DI DUNIA.. Sewaktu Mustafa Kemal Ataturk meninggal dunia, tidak seorang pun yang memandikan, ... http://azlinda2.tumblr.com/post/143082471837",hoax,100
Kambing Di Filipina Melahirkan Mahluk Berbentuk Setengah Babi Setengah Manusia < https://kaskus.co.id/thread/5bf528ab9252332d638b4567/lagi-heboh-gan-kambing-di-filipina-melahirkan-mahluk-setengah-babi-setengah-manusia,hoax,100
"Geger, Induk Kambing Melahirkan Makhluk Setengah Babi Setengah Manusia http://dlvr.it/QsB46t",hoax,100
"Kambing Melahirkan Bayi Campuran Babi Dengan Manusia, Warga Percaya Makhluk Itu Setan Membawa Kesialan https://benankmerah.co/news/kambing-melahirkan-bayi-campuran-babi-dengan-manusia-warga-percaya-makhluk-itu-setan-membawa-kesialan/…",hoax,100
"Seekor kambing di Filipina melahirkan anak ""setengah babi setengah manusia"". #MNCTVNews #InfoMNCTVNews",hoax,100
"VIDEO: Aneh, Kambing Melahirkan Mahluk Setengah Babi http://dlvr.it/QrpkyL",hoax,100
Induk Kambing Melahirkan Makhluk Setengah Babi Setengah Manusia https://maingame88.com/duniacerpen/2021/01/06/induk-kambing-melahirkan-makhluk-setengah-babi-setengah-manusia/… ,hoax,100
"Cari aja di gugel ""stan ditutup karena radikalisme"" nanti banyak ketemu beritanya gais ",hoax,100
[cm] kenapa ini guysss??,hoax,100
"STAN DITUTUP, KARENA MAHASISWA NYA RAJIN BERIBADAH DICAP RADIKALISME",hoax,100
"Jika STAN Ditutup Karena Radikalisme, Sudirman Said: Bakal Jadi Skandal Bernegara",hoax,100
stan ditutup karena radikalisme,hoax,100
Isu STAN Ditutup Karena Radikalisme Menyebar Dimedsos https://editor.id/isu-stan-ditutup-karena-radikalisme-menyebar-di-medsos/,hoax,100
"PKN STAN Ditutup Hanya karena Isu Radikalisme, Sudirman Said: Ini Skandal Bernegara https://suaraislam.id/pkn-stan-ditutup-hanya-karena-isu-radikalisme-sudirman-said-ini-skandal-bernegara/… lewat ",hoax,100
KB Suntik Sebabkan Gemuk?: KB suntik biasanya dilakukan 3 bulan sekali. Fungsi KB 3 bulanan memang bisa membuat ... http://bit.ly/PdcNcX,hoax,100
KB Pil dan Suntik Sebabkan Kanker: Badan Kependudukan dan Keluarga Berencana Nasional (BKKBN) saat ini mengawa... http://bit.ly/13SKXwi,hoax,100
KB Pil dan Suntik Sebabkan Kanker http://bit.ly/13EMya3,hoax,100
"Pil KB Bisa Sebabkan Kebutaan? http://bit.ly/1fh7J6m""kalau suntik kb?",hoax,100
"#FitInfo, meski efektif untuk mencegah kehamilan, KB Suntik beresiko sebabkan penipisan tulang, Apalagi jika pemakaiannya lebih dari 2 tahun. jika anda memakai KB jenis ini, konsumsilah makanan yang mengandung vitamin D serta suplemen kalsium untuk menjaga tulang. #stayfit #Senin",hoax,100
"Waspada, Suntik KB Bisa Sebabkan Kanker https://goo.gl/fb/sWybki #Magelang",hoax,100
"Pak Prabowo sedang sakit. Kabar tentang penyakitnya juga simpang siur. Dari flu hingga stroke ringan setelah debat Capres ke 4. Apapun, mari kita doakan kesembuhan pak Prabowo. Semoga lekas sembuh pak. #PrabowoSakit",hoax,100
"Salfok sama wajah pak prabowo, seperti miring ya, kayanya stroke ringan,, tetanggaku seperti itu,,tp mudah2an sehat trus",hoax,100
DOKTER TERAWAN JUGA PERNAH MENTERAPI STROKE RINGAN PRABOWO SUBIANTO.,hoax,100
"Prabowo Alami Stroke Ringan, Bisa Dilihat Dari Bentuk Bibirnya. Trus Gimana Dong?: http://youtu.be/t0GcOJ3ot0U?a ",hoax,100
"Memang berbahayaaaaa, makanya jangan dipilih jadi presiden.. Kalo tidak salah kesehatan pernah dicek, Prabowo pernah kena stroke ringan.. Mungkin akibat emosi yg tdk stabil..",hoax,100
Selain sdh sepuh mungkin blio pernah menderita stroke ringan GWS pak,hoax,100
Pak prabowo sprti beda. Sprti pernah terkena stroke ringan kya nya. Saat ngomong terlihat bnget mulut beliau tdk simetris.,hoax,100
Warga negara Timor Leste dikabarkan ingin bergabung lagi dengan dengan Indonesia bila diberi kesempatan kedua.,hoax,100
"""Timor Leste mau bergabung lagi dengan Indonesia"". Berdusta atau memuja, bagi penulisnya sama saja. https://indonesiana.tempo.co/read/59531/2016/01/28/maskusdiono/timor-leste-ingin-gabung-ri-karena-jokowi…",hoax,100
Timor Leste Disebut Ingin Kembali Bergabung Dengan Indonesia https://familinia.com/timor-leste-disebut-ingin-kembali-bergabung-dengan-indonesia/,hoax,100
"Nahhh... lohhh Dulu Ngotot Pisah, Kini Warga Timor Leste Ingin Kembali Bergabung dengan Indonesia, Ini Alasannya",hoax,100
Xanana Ingin Timor Leste Bergabung Lagi Dengan Indonesia: http://youtu.be/e8tq1UoBhPY?a ,hoax,100
WOW!! Timor Leste Ingin Bergabung Kembali dengan Indonesia By : Indonesia JAKARTA - Setelah Timor Leste keluar... http://fb.me/1CjCD1CWR,hoax,100
"""Timor Leste harus bergabung dengan Indonesia. Kami butuh pemimpin baru,"" ujar Xanana di Surabaya. Xanana sudah... http://fb.me/1qwmBLpjL",hoax,100
"Ada apa dengan negara ku Wajah menangis, antigen bekas, vaksin palsu, suntikan vaksin kosong saat vaksin , dimana hati kalian weiiii",hoax,100
Pantasan banyak lansia yg disuntik tanpa obat vaksin di video alias hanya jarum suntikan yg ditusukan.tapi kosong. Ky ini yg dijual.pantas banyak org curiga.ternyata bener.,hoax,100
Mana vaksin nya kayak suntikan kosong gitu,hoax,100
"Relawan Vaksin Sinovac Positif COVID-19, Tim Riset Duga Suntikan Obat Kosong",hoax,100
"Relawan Vaksin Sinovac Positif COVID-19, Tim Riset Duga Suntikan Obat Kosong | Berita7",hoax,100
"Relawan Vaksin Sinovac Positif COVID-19, Tim Riset Duga Suntikan Obat Kosong",hoax,100
Beginilah klo Tukang Ngurus Ojek di jadikan Mendikbud Dulu di mana Nadiem Sekolahnya berapa Nilai Mata Pelajaran Sejarah nya Makanya kenapa bidang studi PSPB di HAPUS Jadi Buta Sejarah #ReshuffleNadiemMakarim,hoax,100
PDIP Kecam Rencana Mendikbud Nadiem Mau Hapus Mata Pelajaran Sejarah,hoax,100
"Agak krik aja pas tahu mendikbud mau hapus kurikulum sejarah, hadeeeh. Ya meski memang pelajaran itu dibawakan secara monoton saat SMP dan SMA. Sejarah pentingloh meski siswa anak IPA. Wawasan kebangsaan dan dunia kan dari ilmu sosial itu meski anak IPA gak mungkin ujung2 PKn.",hoax,100
"Kata Bung Karno: Bangsa besar adalah bangsa yang menghargai jasa para pahlawannya. Mendikbud : Hapus mata pelajaran sejarah dari kurikulum pendidikan. Lha, bagaimana bisa mengenal dan menghargai pahlawan tanpa belajar sejarah?",hoax,100
"Ga tau apa kerjanya. Awal2 gelar akademik ga dia anggap, skarang mo hapus pelajaran sejarah.. Baiknya org ini jadi Kang Ojol aja lagi !! ______________ Pelajaran Sejarah Bakal Dihapus, Wakil Ketua MPR: Mendikbud Buta Sejarah! https://news.demokrasi.co.id/pelajaran-sejarah-bakal-dihapus-wakil-ketua-mpr-mendikbud-buta-sejarah/?amp&__twitter_impression=true… https://m.bernas.id/71310-mendikbud-sebut-gelar-kelulusan-tidak-menjamin-kompetensi-pakar--nadiem-jangan-sembarangan-keluarkan-pernyataan.html",hoax,100
Mendikbud Wacanakan Hapus Pelajaran Sejarah,hoax,100
"Terkejut, Mendikbud Nadiem Bantah Rencana Hapus Pelajaran Sejarah Mendikbud Nadi",hoax,100
"PHK besar-besaran BCA segera terjadi, Teller dan CS akan dihilangkan. seluruh indonesia.",hoax,100
"Tanda2 hegemoni RIBA akan segera hancur..? Kemarin Bukopin gagal bayar deposito nasabah, Blm lama BCA pun demikian, Berlanjut berita hari ini pun ga kalah ngeri..Wajah ketakutan PHK besar-besaran BCA segera terjadi, Teller & CS akan dihilangkan seluruh indonesia.",hoax,100
Kabar yang menyebut BCA akan melakukan PHK besar-besaran beredar di media sosial Twitter pada Jumat (3/7). #viral,hoax,100
"Pandemic Global telah mempercepat Tsunama Disrupsi yang seharusnya datang 3-5 tahun lagi Oleh karena itu, makin banyak orang tidak siap. PHK besar-besaran BCA segera terjadi, Teller dan CS akan dihilangkan. Peluang rekrut CS dan…https://lnkd.in/g7U6kPH",hoax,100
BCA diterpa kabar tidak sedap. Bank papan atas Indonesia itu disebut akan melakukan PHK besar-besaran. #Bisnis #BCA ,hoax,100
"PHK besar-besaran BCA segera terjadi, Teller dan CS akan dihilangkan. seluruh indonesia.",hoax,100
"PHK besar-besaran BCA segera terjadi, Teller dan CS akan dihilangkan. Peluang rekrut CS dan Teller BCA seluruh indonesia. https://inews.id/finance/bisnis/bca-prediksi-kantor-cabang-tetap-ada-teller-hingga-cs-akan-hilang… Dampak Digitalisasi sejalan dg Rev. Industri 4.0.",hoax,100
Beberapa kasus pesepeda meninggal kehabisan nafas karena menggunakan masker telah diketahui banyak orang,hoax,100
Info di WAG Meninggal karena kurang oksigen... Menggunakan masker pada saat bersepeda Mohon info nya Resiko bersepeda dengan masker,hoax,100
Kembali lagi dikabarkan seorang pesepeda meninggal karena menggunakan masker. Seorang lelaki berasal dari Bekasi dikabarkan meninggal dunia akibat kekurangan oksigen karena mengenakan masker saat berkeliling menggunakan sepedanya.,hoax,100
"Beberapa hari ini sudah ada beberapa kasus orang meninggal dunia karena berolahraga menggunakan masker, khususnya bersepeda yang sekarang ini banyak di gemari oleh masyarakat.",hoax,100
3 anak SMP meninggal waktu pelajaran olahraga karena mrk berolahraga keras dengan tetap menggunakan masker! Kejadian ini membuat sekolah2 membuat aturan baru: JANGAN MEMAKAI MASKER WAKTU OLAHRAGA.,hoax,100
"Ada yang meninggal di saat olahraga dan menggunakan masker, karena kekurangan oksisgen....gue harap petugas PSBB nya diberi pendidikan yang benar dalam menerapkan PSBB terutama di saat orang sedang sendirian...jangan terkesan sewenang-wenang dan menimbulkan Antipati Masyarakat",hoax,100
"Belum lama ini seorang warga Bekasi dikabarkan meninggal dunia diduga karena kekurangan oksigen, karena mengenakan masker saat berkeliling menggunakan sepedanya. #TauCepatTanpaBatas",hoax,100
"Indonesia Punya Program 1 Suami 2 Istri, Mau ya… https://infoindonesia.id/hiburan/indonesia-punya-program-1-suami-2-istri-mau-ya/",hoax,100
"""Katanya indo mau bikin program 1 suami 2 istri menurutku wajar saja, coba di balik 1 istri 2 suami, bumi ga lama diadain programnya ancur tuh auto kiamat kubro"" #jadibetinamanutaja",hoax,100
Indonesia di adakan program 1 suami 2 istri setuju tidak? http://fb.me/SnCPg7MY,hoax,100
Indonesia di adakan program 1 suami 2 istri setuju tidak? http://ift.tt/2nlCM7i #SEARCH #SEO,hoax,100
"Program 1 suami 2 istri.. Boro2 dua istri,mimpi aja ga dpt 2 istri. Ini 1 aja ga nyampe2..",hoax,100
Iye.. Gerindra malah mau calonin ex napi koruptor buat jadi wagub dki pengganti ono.. eh uno,hoax,100
"Ex napi jadi wagub ? Wajah ketakutanWajah ketakutanWajah ketakutanhttps://news.detik.com/berita/d-4161231/m-taufik-jadi-kandidat-wagub-meski-eks-napi-ini-argumen-gerindra… Meski Taufik eks napi korupsi, Gerindra mengajukan namanya jadi kandidat wagub pengganti Sandi. ""Allah saja mahapemaaf, masak kita nggak memberikan maaf?""",hoax,100
Yah liat saja nanti. Gue lihat kader PKS tuh total..Direct Selling dor to dor biaya sendiri. Minimal kayak gini kagak ada. Lagian niat nggak sih jadi Presiden kalau jadimah Wagub nggak ada harganya. Jgn2x nggak pede jadi bela-belain ex Napi Koruptor.,hoax,100
Mudah2 an deh m.taufik dicalonkan Pak Prabowo jadi wagub dki ..58% warga jkt pasti mendukung lah...sejarah banget kan ex napi koruptor bisa jadi wagub,hoax,100
Sudahlah dek ga usah di urusi ex artis yg jadi anggota dewan tapi benar2 unfaedah dan bikin boros uang negara saja. Karena dia jd legislator ga ada manfaatnya bagi rakyat. Dia ga ngaca ex napi koruptor di angkat jadi Wagub DKI,hoax,100
"di negara koruptif seperti indonesia, seorang ex napi bisa jadi pimpinan dewan dan ngebet betul ingin jadi wagub. padahal kita tau, bagi maling tidak ada kapok dalam kamusnya",hoax,100
semoga dipertimbangkan kembali untuk menunjuk M Taufik Jadi Wagub DKI atas status nya sbg ex napi korupsi. Akan sangat banyak yg kecewa termasuk simpatisan PS-Sandi di LN yg sudah mati2an membela/mendukung PS-Sandi. say no to corruption!,hoax,100
"""Selamat Tinggal Sejarah Islam""Kemenag Menghapus Kurikulum Pendidikan Agama di Madrasah Kata Khilafah dan Jihad https://pesisirnews.com/NASIONAL/-quot-Selamat-Tinggal-Sejarah-Islam-quot-Kemenag-Menghapus-Kurikulum-Pendidikan-Agama-di-Madrasah-Kata-Khilafah-dan-Jihad#.Xfhzm6Vnxvp.facebook",hoax,100
Beredar kabar yang menyebutkan Kementerian Agama (Kemenag) menghapus Pendidikan Agama Islam dan Bahasa Arab dari kurikulum Madrasah. Kabar tersebut beredar di media sosial menyusul diterbitkannya surat edaran KMA No 183 tahun 2019. Adapun surat edaran … https://instagr.am/p/CCjLaR8Hz0A/,hoax,100
"bukti rezim ini pembenci islam .. walau cuma hanya diganti kata .. tp ini adlh bentuk cara menghilangkan islam dikit demi dikit ... ""Selamat Tinggal Sejarah Islam""Kemenag Menghapus Kurikulum Pendidikan Agama di Madrasah Kata Khilafah dan Jihad https://pesisirnews.com/NASIONAL/-quot-Selamat-Tinggal-Sejarah-Islam-quot-Kemenag-Menghapus-Kurikulum-Pendidikan-Agama-di-Madrasah-Kata-Khilafah-dan-Jihad#.XfiuXWXUK5J.twitter",hoax,100
"Kita jangan diam saja, hajar nih si Menag kok seenak jidatnya menghapus pend. Agama, perlu juga kita tahu, agama si Menag ini apa toh Selamat Tinggal Sejarah Islam""Kemenag Menghapus Kurikulum Pendidikan Agama di Madrasah Kata Khilafah dan Jihad https://pesisirnews.com/NASIONAL/-quot-Selamat-Tinggal-Sejarah-Islam-quot-Kemenag-Menghapus-Kurikulum-Pendidikan-Agama-di-Madrasah-Kata-Khilafah-dan-Jihad#.Xfhzm6Vnxvp.facebook",hoax,100
Mentri Nganu buat Gebrakan Gila pisan dia Ingin Menghapus Sejarah Perang dlm Kurikulum SKI dan mencabut pula Pendi2kan Agama dari UU Pesantern. Kayanya Pesanan agar dia terhindar Dari Kasus Jual Jabatan d kemenag yg menyeret nya,hoax,100
"Benar2 rezim anti islam, ingin menghilangkan sejarah yg merupakan ghiroh bagi umat untuk menegakkan syareat islam.. ""Selamat Tinggal Sejarah Islam""Kemenag Menghapus Kurikulum Pendidikan Agama di Madrasah Kata Khilafah dan Jihad http://babe.topbuzz.com/article/i6768289970370118145?app_id=1124&gid=6768289970370118145&impr_id=6768309066849011970&language=id&region=id&user_id=6751404811303224322&c=tw",hoax,100
"KHILAFAH MEMULIAKAN AJARAN ISLAM. Oleh: Syah Revolter Beredar berita bahwa Kemenag akan menghapus materi tentang 'perang' dari kurikulum madrasah. Alasannya, agar Islam tidak lagi dijuluki sebagai agama perang... https://facebook.com/100006241063280/posts/2401848053366540/",hoax,100
"Viral diBandung, di Kampus Ini Disebut Ada Sekte Pemuja Setan https://pastelink.net/1u67e #BeritaTerkini #beritajabar",hoax,100
kampus itenas jaman sy kuliah dlu trkenal dgn video asoy in the hoy. Sekarang trkenal dgn oknum mhs ritual pemuja setan. OMG,hoax,100
Heboh Aktivitas 'Ritual Pemuja Setan' di Kampus Itenas Bandung,hoax,100
Heboh Aktivitas 'Ritual Pemuja Setan' di Kampus Itenas Bandung,hoax,100
Heboh Aktivitas 'Ritual Pemuja Setan' di Kampus Itenas Bandung,hoax,100
Heboh Aktivitas 'Ritual Pemuja Setan' di Kampus Itenas Bandung https://nusawarta.info/2020/07/heboh-aktivitas-ritual-pemuja-setan-di.html,hoax,100
Heboh Aktivitas ‘Ritual Pemuja Setan’ di Kampus Itenas Bandung #Itenas #Bandung,hoax,100
"Gara2 ke doktrin omongan temen makan mie instan itu bikin kanker, sejak saat itu aku ga pernah nyicip mie instan lg",hoax,100
"Banyak manusia yang akhirnya bikin klaim kalau nasi dan/atau gula sebagai penyebab diabetes, jeroan sebagai penyebab kolesterol, tembakau bikin kanker, MSG bikin lemot, mie instan gak sehat, dan banyak lagi. https://instagram.com/p/CFDte49nEt5/?igshid=x1grhq00xsq1",hoax,100
"Sering denger kalimat ""yg berlebihan itu ga baik"" atau ""makan mie instan bisa bikin kanker"". Its true. Buat yg suka bgt makan mie instan, sering nunda lapar, dan langsung tiduran abis makan, WAJIB BACA INI! Wajah sedikit senyumhttps://today.line.me/ID/article/rvZ3nY?utm_source=ttshare… #LINETODAY",hoax,100
"Orang2 sering fokus dengan kecanduan narkoba, alkohol, sex. Mereka lupa, ada orang2 yang kecanduan makan mie instan. Gw salah satunya, tiap hari makan mie. Meski dari kecil dicekoki pengetahuan tentang bahaya mulai dari msg bikin bego, kanker, merusak otak, dll.",hoax,100
"Wkwk tau ga mie instan, dan segala micin2an yang kalian makan itu beresiko juga buat bikin kanker",hoax,100
"mie instan bahaya banget buat tubuh, bener2 bisa bikin kanker, ini kejadian sama tetangga ane, dan dia meninggal"" << ngeri broo..",hoax,100
Viral!!! Mohon Sebarkan Garam Mengandung Pecahan Kaca: http://youtu.be/iUbcv2-nT1s?a melalui,hoax,100
"Viral Video Berisi Tayangan Garam Beryodium Mengandung Pecahan Kaca, BPOM Turun Tangan http://jateng.tribunnews.com/2017/08/14/viral-video-berisi-tayangan-garam-beryodium-mengandung-pecahan-kaca-bpom-turun-tangan… lewat ",hoax,100
Aina Kaget Garam Miliknya Diisukan Mengandung Pecahan Kaca - Banjarmasin Post http://fb.me/5Y2bwZN2k,hoax,100
Aina Kaget Garam Miliknya Diisukan Mengandung Pecahan Kaca http://dlvr.it/PdJxkt,hoax,100
"Dari jaman dulu kantong teh celup disebut beracun, garam dapur yg katanya mengandung pecahan kaca, terus ada lgi beras yg katanya disintesis dari plastik, macem2 dah kearifan lokal warga indo",hoax,100
Firman diberi banyak garam oleh Dahlia. Tetapi ternyata pembeli gado2 Hana protes krn gado2nya mengandung pecahan kaca #JODOHWASIATBAPAK167,hoax,100
"HOAX, Berita Garam Mengandung Pecahan Kaca Beredar di Medos: NUSANTARAEXPRESS, BAGANSIAPIAPI – Beredar video di… http://dlvr.it/Pgj8tP",valid,0
RT JadiTINGGI: Ceker dan sayap ayam bisa menyebabkan kanker untuk wanita? Cari infonya dis… https://pic.twitter.com/cNirvIq4Dz,hoax,100
Ceker dan sayap ayam bisa menyebabkan kanker untuk wanita?Cari infonya disini CS1: 2B56D627/081321489500 https://pic.twitter.com/3X68mhM0DA,hoax,100
"ceker, sayap dan kulit ayam bahaya buat wanita bisa menyebabkan kista, kanker, tumor :( Allhamdulilah gasuka begituan apalagi berbau2 kulit",hoax,100
Banyak yang share tentang: Makan sayap ayam n ceker ayam suntik bisa menyebabkan kanker rahim dan payudara... http://fb.me/1Ab4fOCmU,hoax,100
"Ternyata mengkonsumsi sayap dan ceker ayam bisa menyebabkan kanker ovarium, kanker serviks, dan kanker payudara.",hoax,100
"Yang khawatir dengan Isue ceker ayam dan sayap ayam dapat menyebabkan kanker. Coba dibaca link ini, adalah... http://fb.me/6K6JxQP2G",hoax,100
baru tau kalau konsumsi sayap dan ceker ayam terlalu banyak bisa menyebabkan kanker rahim o_O,hoax,100
Positif mengandung babi hehehe brp bulan tuh babi di dlm masako sachet,hoax,100
BUMBU MASAK/MAKANAN YANG MENGANDUNG BABI ATAU BARANG HARAM SEBAGAIMANA DAFTAR DI BAWAH INI: 1.Masako positif (mengandung babi) 2.Micin sasa positif (mengandung babi) 3.Micin ajinamoto positif (mengandung babi) 4.Indomie goreng bumbunya positif (mengandung babi),hoax,100
ati2 ta.bukan cuma efek micin tapi efek masako.denger2 mengandung kaldu babi.hahahahhà,hoax,100
idih masako sama royco mengandung minyak babi :D,hoax,100
"aku baru tau klo masako mengandung babi. Jadi selama ini orang tua babi adalah masako. :|""",hoax,100
"MUI Menerbitkan Daftar Bumbu Masakan Mengandung Babi, Ternyata Masako Positif Babi ",hoax,100
